2024-06-23 11:00:51.275 [main] INFO  up.edu.br.daos.FuncionarioDao - inciando leitura do arquivo funcionarios
2024-06-23 11:00:51.275 [main] INFO  up.edu.br.daos.FuncionarioDao - leitura dos funcionarios do arquivo txt e adicao a lista funcionarios
2024-06-23 11:00:51.275 [main] INFO  up.edu.br.daos.ClienteDao - Iniciando leitura do arquivo clientes
2024-06-23 11:00:51.275 [main] INFO  up.edu.br.daos.ClienteDao - Leitura dos clientes do arquivo txt e adição à lista clientes
2024-06-23 11:00:58.258 [main] INFO  up.edu.br.daos.HistoricoDao - inciando leitura do arquivo Historico
2024-06-23 11:00:58.264 [main] INFO  up.edu.br.daos.HistoricoDao - leitura do Historico do arquivo txt
2024-06-23 11:00:58.264 [main] INFO  up.edu.br.daos.FuncionarioDao - inciando leitura do arquivo funcionarios
2024-06-23 11:00:58.265 [main] INFO  up.edu.br.daos.FuncionarioDao - leitura dos funcionarios do arquivo txt e adicao a lista funcionarios
2024-06-23 11:00:58.265 [main] INFO  up.edu.br.daos.ClienteDao - Iniciando leitura do arquivo clientes
2024-06-23 11:00:58.265 [main] INFO  up.edu.br.daos.ClienteDao - Leitura dos clientes do arquivo txt e adição à lista clientes
2024-06-23 11:00:58.265 [main] INFO  up.edu.br.daos.ClienteDao - Iniciando leitura do arquivo clientes
2024-06-23 11:00:58.265 [main] INFO  up.edu.br.daos.ClienteDao - Leitura dos clientes do arquivo txt e adição à lista clientes
2024-06-23 11:00:58.265 [main] INFO  up.edu.br.daos.FuncionarioDao - inciando leitura do arquivo funcionarios
2024-06-23 11:00:58.266 [main] INFO  up.edu.br.daos.FuncionarioDao - leitura dos funcionarios do arquivo txt e adicao a lista funcionarios
2024-06-23 11:00:58.266 [main] INFO  up.edu.br.daos.ClienteDao - Iniciando leitura do arquivo clientes
2024-06-23 11:00:58.266 [main] INFO  up.edu.br.daos.ClienteDao - Leitura dos clientes do arquivo txt e adição à lista clientes
2024-06-23 11:00:58.266 [main] INFO  up.edu.br.daos.ClienteDao - Iniciando leitura do arquivo clientes
2024-06-23 11:00:58.266 [main] INFO  up.edu.br.daos.ClienteDao - Leitura dos clientes do arquivo txt e adição à lista clientes
